title,section_title,word_count,text,completeness_label
Zambia,References,0,,Incomplete
Zambia,Further reading,0,,Incomplete
Zambia,External links,62,"
Official government website Archived 19 June 2005 at the Wayback Machine
Zambia. The World Factbook. Central Intelligence Agency.
Zambia Corruption Profile from the Business Anti-Corruption Portal (archived 20 April 2014)
Zambia profile from BBC News
 Wikimedia Atlas of Zambia
Key Development Forecasts for Zambia from International Futures
World Bank Summary Trade Statistics Zambia
First early human fossil found in Africa makes debut",Moderate
Lusaka,History,0,,Incomplete
Lusaka,Geography,287,"The Zambian terrain consists mainly of a high-altitude plateau, with some hills and mountains. Lusaka is located on the plateau, in south-central Zambia at 15°25′S 28°17′E, with an altitude of 1,280 metres (4,200 ft). It is located 472 kilometres (293 mi) north east of the tourism capital, Livingstone, and 362 kilometres (225 mi) from Kitwe on the Copperbelt, Zambia's second-largest city. Mpulungu, the most distant major Zambian town from Lusaka, lies 1,074 kilometres (667 mi) away on the shores of Lake Tanganyika. The city of Lusaka is coterminous with Lusaka District, and is the capital of Lusaka Province, which is Zambia's smallest but most populated province. Lusaka District borders Chilanga District to the west and south, Kafue District to the south-east and Chongwe District to the east, all in Lusaka Province. It also borders Chibombo District to the north.
The geology of Lusaka is divided between uneven-depth folded and faulted schist in the north, and limestone with dolomitic marble in the south, to a depth of 120 metres (390 ft). These rocks yield more groundwater than the crystalline basement rock which is the most prevalent in Zambia. The limestone regions have formed underground karsts, into which surface water drains, causing a lack of major rivers and few streams. The city lies on a drainage divide, with waters in the north east of the city draining into the Chongwe River, via the Ngwerere and Chalimbana streams, while the west and south are within the basin of the Kafue River. Both the Chongwe and the Kafue ultimately drain into the Zambezi River. The soil is predominantly Leptosols in the schist region and Phaeozems on the dolomite. These non-clay soils result in reduced filtration of groundwater before it reaches aquifers.",Complete
Lusaka,Demographics,173,"As of the 2010 Zambian census, the population of Lusaka was 1,715,032, of whom 838,210 were male and 876,822 female. This represented a 58 per cent increase since the 2000 census, and the city has continued to grow rapidly with an estimated population of 2,731,696 in 2020. Although the area was historically on the boundary between the territory of the Soli and Lenje peoples, modern Lusaka has no single dominant ethnic group, with all of Zambia's peoples represented. This is a result of extensive migration from all areas of the country into the city, as well as the government's ""One Zambia, One Nation"" policy which encourages government employees to work across the country irrespective of their area of origin. Although most of the population is African and of Bantu origin, there are also some non-Bantu long-term residents in Lusaka. This includes white people, many descendants of those who settled around the railway in colonial times and Gujarati-speaking Indians, whose numbers have increased since Zambian independence. Many of these non-Bantu residents hold Zambian citizenship.",Complete
Lusaka,Government,100,"As the national capital, Lusaka is the seat of the legislative, executive, and judicial branches of government, epitomised by the presence of the National Assembly (parliament), the State House (office of the President), and the High Court. The Parliament is situated at the Parliament complex, which features a 15-story building. The city is also the capital of Lusaka Province, the smallest and most populous of the country's ten provinces, and forms an administrative district run by Lusaka City Council (namely Lusaka District). The city council is headed by the Mayor of Lusaka, with Chilando Chitangala the incumbent as of 2021.",Moderate
Lusaka,Education,247,"Zambia's oldest and largest institution of learning is the University of Zambia which is based in Lusaka and was established in 1965 and officially opened to the general public (which included both local and international students) in July 1966. Other universities and colleges located in Lusaka include: University of Lusaka (UNILUS),  Zambian Open University (ZAOU), Chainama Hills College, Evelyn Hone College of Applied Arts and Commerce, Zambia Centre for Accountancy Studies University (ZCASU), Natural Resources Development College (NRDC), National Institute of Public Administration (NIPA), Cavendish University, Lusaka Apex Medical University and DMI-St. Eugene University. Lusaka has some of the finest schools in Zambia, including the American International School of Lusaka, Rhodes Park School, the Lusaka International Community School, the French International School, the Italian international School, the Lusaka Islamic Cultural, and Educational Foundation (LICEF), the Chinese International School, Lusaka Russian Embassy School, and Baobab College. Rhodes Park School is not an international school, though there is a large presence of Angolans, Nigerians, Congolese, South Africans, and Chinese. The children of late President Levy Mwanawasa, as well as the children of late Vice-president George Kunda, attended the Rhodes Park School. Other well-known schools located in Lusaka include Matero Boys' Secondary School (MaBoys), Parklands High School, Roma Girls' Secondary School, Munali Boys' and Girls' Secondary Schools, Chudleigh House School, Kabulonga Boys' and Girls' Secondary Schools, Lake Road PTA School, David Kaunda Technical School (DK), Ibex Hill School, Kamwala Secondary, Libala Secondary, Silverest Secondary School and St. Mary's Secondary School.",Complete
Lusaka,Places of worship,107,"Among the places of worship, these are the predominant Christian churches and temples: the Roman Catholic Archdiocese of Lusaka (Catholic Church), seated at the Child Jesus Cathedral; the Anglican Cathedral of the Holy Cross in Cathedral Hill; the Seventh-day Adventist (SDA); United Church in Zambia (World Communion of Reformed Churches); New Apostolic Church; Reformed Church in Zambia (World Communion of Reformed Churches); Baptist Union of Zambia (Baptist World Alliance); and the Assemblies of God. The Jehovah’s Witnesses and LDS churches both have a few chapels and growing base of members. There are also several large mosques to serve the local Muslim community. Synagogues here are noticeably absent.",Moderate
Lusaka,Culture,75,"Attractions include Lusaka National Museum, the Oliver Tambo Heritage House, the Zintu Community Museum, the Freedom Statue, the Zambian National Assembly, the Agricultural Society Showgrounds (known for their annual agricultural show), the Moore Pottery Factory, the Lusaka Playhouse theatre, a cenotaph, Lusaka Golf Club, National Heroes Stadium, Woodlands Stadium, the Lusaka Central Sports Club, Kalimba Reptile Park, Mulungushi Conference Centre, Monkey Pools and the zoo, Pazuri and botanical gardens of the Munda Wanga Environmental Park.",Moderate
Lusaka,Economy,136,"Lusaka is the economic and financial hub of Zambia, serving as the country's main gateway to the rest of the world and largest business centre. Although district-level GDP figures are not recorded in Zambia, on a provincial level Lusaka Province had the second-highest gross domestic product in Zambia in 2014, contributing 27.2 per cent of the national output, a figure narrowly below that of the resource-rich Copperbelt Province.
In contrast to Zambia as a whole, in which agriculture and mining are the largest contributors, Lusaka's economy is dominated by the service sector, as well as wholesale and retail trade. Major employment areas in the city include finance, insurance, real estate, transport, communications, energy, construction and manufacturing. The headquarters of Zambian banks are located in the city, as is the Lusaka Stock Exchange, which launched in 1993.",Moderate
Lusaka,Transport,334,"Lusaka is home to Kenneth Kaunda International Airport (which is used for both civil and military operations). There is also Lusaka City Airport, which is used by the Zambian Air Force.
The city is served by the operating sections of the Cape to Cairo Railway (Zambia Railways), which connects it to Kabwe, Ndola, Kitwe and Lubumbashi in the north and Mazabuka, Choma, Livingstone and Bulawayo in the south. The international airport is connected to the railway line.
The city is crossed by Trans-African Highway 9 (TAH 9), which connects it to the cities of Harare and Lubumbashi, and by Trans-African Highway 4 (TAH 4), which connects it to Dodoma and Bulawayo.
Lusaka's city centre is at the crossroads of three major routes, namely the Great North Road (T2), Great East Road (T4) and Mongu Road (M9). The Great North Road connects north to Kabwe, Mpika and the republic of Tanzania (with branches linking to Ndola, Kitwe and DR Congo) and south to Choma, Livingstone and the republic of Zimbabwe. The Great East Road connects east to Katete, Chipata and the republic of Malawi (with a branch road linking to the republic of Mozambique). The Mongu Road connects west to Kaoma and Mongu (and could possibly become the main route to Angola via the Barotse Floodplain Causeway).
Intracity public transport is provided primarily by minibuses, but also includes larger buses and shared taxis on fixed routes. Vehicles on most routes travel between specific parts of the city and the four terminals in the central business district (referred to as ""Town""): Kulima Tower, City Market, Millennium and Lumumba. There is no official map of public transport routes in Lusaka, but an initiative to create a user-generated content map was begun in 2014. All public transport vehicles in Lusaka are operated by private operators.
Bus services within Lusaka neighbourhoods, the CBD, and towns surrounding Lusaka, such as Siavonga and Chirundu, use the Lusaka City Market Bus station, Inter-city Bus Terminus, Millennium Bus Station, and Kulima Tower Station.",Complete
Lusaka,Healthcare,280,"Zambia has five national tertiary hospitals, of which two are located in Lusaka. The larger of these is the University Teaching Hospital (UTH), which has 1655 beds and space for 250 babies. UTH serves as the highest-level hospital for a population of around 2 million people, as well as taking referrals from other health institutions around the country. It serves as Zambia's principal centre for the training of medical professionals including doctors and nurses, the latter in a specialist Nursing School within the UTH complex. Lusaka's second tertiary hospital is the Chainama Hills, which has 210 authorised beds and 167 unofficial ""floor beds"", is Zambia's only psychiatric hospital. The Chainama Hills site also serves as the training centre for clinical officers in Zambia.
Overall, Lusaka had a total of 34 health centres run by the government in 2007, as well as 134 run by the private sector. The government has sought to decentralise provision from the Ministry of Health and Lusaka's day-to-day healthcare is provided by the provincial-level Lusaka District Health Management Team and the citywide Lusaka District Health Management Team. The priorities for the district, which in 2007 accounted for 90 per cent of the city's health cases, include malaria, reproductive health, child health, tuberculosis, leprosy, HIV and other sexually-transmitted diseases, environmental health, mental health, and medicine supply. The Zambian government has a long-term aim of providing universal health care (UHC) for all Zambians. As of 2017, it had notionally achieved free primary health provision for all, but availability was often limited due to capacity constraints. To address this, the ministry of health partnered with JICA to on a project to take the necessary steps to achieve genuine UHC.",Complete
Lusaka,Sport,245,"The largest sports venue in Lusaka is National Heroes Stadium, which was built with assistance and financing from China. Named in honour of those who died in the 1993 Zambia national football team plane crash, it opened in 2014 and has a capacity of 60,000. The stadium is used to host home matches of the Zambian national football team, and was one of two host stadia for the 2017 Africa U-20 Cup of Nations in Zambia, alongside the Levy Mwanawasa Stadium in Ndola. That tournament was won by Zambia at the National Heroes Stadium, with a 2–0 win against Senegal. The stadium is also used for athletics events, including the 2021 All Comers Tournament, which served as a qualification event for the 2020 Summer Olympics in Tokyo.
As of 2021, six of the eighteen teams in the association football Zambia Super League are based in Lusaka. The city's most successful club is Zanaco F.C., which has won seven national titles, the most recent in 2016. Zanaco were founded in 1978 as the team of the Zambia National Commercial Bank, and have played in the top division since 1989. Green Buffaloes are another successful team in Lusaka, with six titles, although the most recent was in 1981. In addition to the National Heroes stadium, Lusaka's football teams play home games at the Nkoloma Stadium, Sunset Stadium and Woodlands Stadium.
Lusaka is home to the basketball team UNZA Pacers, which is part of the University of Zambia.",Complete
Lusaka,Twin towns and sister cities,23,"Lusaka is twinned with:

 Dushanbe, Tajikistan, since 1966
 Beirut, Lebanon, (2018)
 Udon Thani, Thailand, (2015)
 Los Angeles, United States, since 1968
 Izhevsk, Russia",Incomplete
Lusaka,Notable people,136,"Barbra Banda, footballer
The rugby union players Corné Krige and George Gregan, who respectively captained the South African and Australian teams in both the 2002 and 2003 Tri Nations Series, were coincidentally born in the same hospital in Lusaka.
The former Zimbabwe cricketer Henry Olonga was also born in Lusaka. He was the first black cricketer – and the youngest person – to play for Zimbabwe.
Lusaka is the hometown and place of residence of Joseph and Luka Banda, the first conjoined twins to be successfully separated by Ben Carson and his team.
Former professional footballer Enock Mwepu was born in Lusaka
Zambian model Lukundo Nalungwe grew up in Lusaka
Chilufya Tayali, Zambian politician based in Lusaka
Vaughan Gething, First Minister of Wales, the first black person to lead a European country, was born in Lusaka.",Moderate
Lusaka,See also,14,"Southern Africa Freedom Trail
Kafue Railway Bridge (railway bridge from Livingstone to Lusaka)
Komboni",Incomplete
Lusaka,Notes,0,,Incomplete
Lusaka,References,0,,Incomplete
